Company Name,Target Status,Status (proposed),Public Website Homepage URL,Domain from URL,Source,Street Address,City,State,Zipcode,Phone,Industries served,Products and services offered,Square footage (facility),Number of employees,Estimated Revenues,Years of operation,Ownership,Equipment,CNC 3-axis,CNC 5-axis,Spares/ Repairs,Family business,2nd Address,Region,Medical,Notes (Approach/ Contacts/Info)
Basilius Inc.,Candidate,Active – Injection molding + mold build (OH),https://www.basilius.com,basilius.com,GPT deep research,4338 South Ave,Toledo,OH,43615,(419) 536-5810,Automotive; Medical/Healthcare; Consumer/Industrial,Injection molding & molding run support; mold build & repair; tooling; automation; process development,"≈90,000 (est.)",11–50,$30M–$80M (est.),,Privately held,null,,,Yes,Yes,,No region,Yes,
Executool Precision Tooling & Molding,Candidate,"Active – Precision molds & molding (Erie, PA)",https://www.executool.net,executool.net,GPT deep research,2727 West 16th St,Erie,PA,16505,(814) 836-1141,Automotive/Electronics; Medical devices; Consumer/Industrial,Mold design & build; precision injection molding; tool repair & refurbishment; quality assurance & validation,"≈40,000",100–200 (est.),$10M–$30M (est.),,Privately held,Makino D200Z (5-axis) ×2; Sodick AG600L (Wire EDM) ×2; Zeiss Contura (CMM) ×1,,Yes,Yes,,,W.Pa,Yes,
"American Tool & Mold, Inc.",Candidate,Active – Complex multi‑cavity molds incl. thin‑wall/stack/two‑shot (FL),https://americantoolandmold.com,americantoolandmold.com,GPT deep research,1700 Sunshine Drive,Clearwater,FL,33765,(727) 447-7377,Consumer goods; Medical/Device; Automotive/Electronics,"Multi‑cavity, stack, hot‑runner, two‑shot mold design/build; mold testing, troubleshooting & validation","≈75,000",100–200 (est.),$20M–$50M (est.),,Privately held,null,,,,,,No region,Yes,
Midstate Mold & Engineering,Candidate,Active – Injection molding & moldmaking (MA),https://www.midstatemold.com,midstatemold.com,GPT deep research,"20 Liberty Way, Ste C",Franklin,MA,02038,(508) 520-0011,Medical/Life sciences; Electronics; Industrial OEM; Consumer goods,"Tooling & mold making; plastic injection molding (standard, insert, overmolding); prototype‑to‑production; tooling maintenance","≈50,000",50–150 (est.),$10M–$30M (est.),,Privately held,Makino F5 (3-axis) ×2; Sodick VL600Q (Wire EDM) ×1; Hexagon Global (CMM) ×1,,,Yes,,,E.Mass,Yes,
Precise Tooling Solutions,Candidate,"Active – Precision machining, EDM & mold repair (IN)",https://www.precisetooling.info/,precisetooling.info,GPT deep research,3150 Scott Dr,Columbus,IN,47201,(812) 378-0247,Plastics/Mold makers; Industrial manufacturing; Consumer/Appliance,"CNC machining (mills, lathes); EDM/wire EDM; injection mold tooling & repair; fixture & jig design",≈ (fallback),~21,$1M–$10M,,Privately held (subsidiary of Noblitt International),Makino D200Z (5-axis) ×1; Sodick AQ325L (Wire EDM) ×1; Zeiss Duramax (CMM) ×1,,Yes,Yes,,,No region,,
"Advance Mold & Manufacturing, Inc.",Candidate,Active – Stack/multi‑shot/high‑cavitation injection molds (CT),https://www.advancemold.com/,advancemold.com,GPT deep research,71 Utopia Rd,Manchester,CT,06042,(860) 432-5887,Medical/Life Sciences; Consumer/Appliance; Industrial/Fluid systems,"Injection mold design & build (stack, multi‑shot, high‑cavitation); prototype‑to‑production tool build; mold validation, service & maintenance","≈80,000",11–50,,66 (since 1959),Privately held,null,,,Yes,,,No region,Yes,
CNC Industries Ltd.,CN,"Active – Precision machining for mining/oil & gas (AB, Canada)",https://cncindustries.com/,cncindustries.com,Grok,3291 8 St,Nisku,AB,T9E 8T3,(780) 469-2346,Mining/Earthmoving; Oil & Gas; Heavy Equipment/Construction; Industrial OEM,"CNC & conventional machining; induction hardening & heat treatment; custom oilfield & heavy equipment parts; tooling, repair & prototyping","≈54,000",~150 (est.),$30M–$80M (est.),40 (since 1985),Privately held,null,,,Yes,,,Canada,,
Pride Manufacturing LLC,Candidate,"Active – Precision machining, assemblies & sourcing (TN)",https://pridemanufacturing.com/,pridemanufacturing.com,Grok,"155 Franklin Rd, Ste 250",Brentwood,TN,37027,(615) 507-5000,Industrial machinery; Electronics/Components; Consumer/Appliances,Precision machining & fabrication; assembly & subassembly; supply chain & sourcing support,"≈20,000–40,000",~50 (est.),$10M–$25M,,Privately held,null,,,,,,No region,,
Beacon MedTech Solutions,CX,"Large-scale operation, part of a group — exclude",https://beaconmedtech.com,beaconmedtech.com,Perplexity,32 Jungle Rd,Leominster,MA,01453,(978) 365-3867,Medical; Life Sciences; Bio-Pharma; Aerospace; Defense; Technology,Custom-engineered thermoplastic and LSR components; In-house moldmaking and mold design; Liquid injection molding; Precision thermoplastic injection molding; Post-molding assembly,"110,000 ft²",~200,~$50M,,Privately held; part of Beacon Manufacturing Group,,,,Yes,,,E.Mass,Yes,
Die-Mold Tool Ltd.,CX,Outside scope — Canadian company,https://die-moldtool.com,die-moldtool.com,Perplexity,82 Todd Road,Georgetown,,L7G 4R7,(905) 877-3071,Automotive; Medical; Consumer Products; Industrial,Custom plastic injection mold design and engineering; Mold repair and maintenance services,"~20,000 ft²",~50,~$5M,12,Privately held; President Lynn McKenzie,,,,Yes,,,No region,Yes,
"Triumph Tool NC, Inc.",CX,"Distributor, not a precision toolmaker — exclude",https://triumphtool.com,triumphtool.com,Perplexity,44 Buck Shoals Rd. Unit B3-B4,Arden,NC,28704,(828) 676-3677,Metalworking; Manufacturing; Industrial,Distribution of metalworking tools; Consultation and support for tool selection and application; Access to a wide network of suppliers for specialized tooling needs; Customer service and technical support for product inquiries,,~10,~$5M,,Privately held; affiliated with Triumph Tool Ltd. in Canada.,,,,,,,RT-NC,,
Precision Mold Supplies Ltd.,CX,"Canadian supplier, not a precision toolmaker",http://precisionmoldsupplies.com,precisionmoldsupplies.com,Perplexity,574 52 St.,Delta,BC,V4M 3S5,(604) 943-7702,Plastics; Die Casting; Tool Making; Machine Shops,Mold components and bases; Solid carbide cutting tools; Polishing supplies; Auxiliary machinery,,~10,~$5M,34,Privately held; family-owned; President Ahmed Nizam,,,,,Yes,,No region,,
